id;name;Price [CZK];Price without VAT [CZK];Rating;rating_count;availability;"Display size [""]";Display resolution;Panel type;Display type;Aspect Ratio;Display refresh rate [Hz];Luminosity [Nits];Colour coverage and certification;Processor type;AMD processor generation;Processor model number;Number of processor cores;Processor frequency [GHz];Core boost frequency [GHz];TDP [W];Cache processor [MB];CPU features;Size of operational RAM [GB];Memory type;Memory frequency [MHz];Number of installed slots;Total number of slots;Graphics card type;Graphics card brand;Model graphics cards;Operating system;Storage Type;Storage capacity [GB];Drive interfaces;SSD capacity [GB];Number of occupied slots M.2;Slots in total M.2;Equipment;Webcam;USB-C charging;Charging connector;Battery capacity [Wh];Charging power [W];Maximum battery capacity [h];Construction material;Convertibility;Colour;Weight [kg];Data;Graphical output ports;Network;Audio;USB-C;USB 3.2 Gen 1 (USB 3.0);Bluetooth;WiFi;WiFi version;Optical drive;Width [mm];Maximum height [mm];Depth [mm];Keyboard language;Laptop Series;Certification;Extended warranty;Package includes;Country;Special event;Intel processor generation;Graphics card memory [GB];Maximum Graphic Power (TGP) [W];Boost clock [MHz];"Number of occupied slots 2.5""";"Slots in total 2.5""";Number of cells;Thunderbolt / USB 4;USB 3.2 Gen 2;Standby time [h];Lease;Processor model;USB 2.0;Number of free slots;Number of stream processors;GPU Passmark;HDD capacity [GB];Other interfaces;USB 3.2 Gen 2x2;Intel Optane [GB]
1879;MSI Katana GF66 11UE-1020CZ;23990.0;19826.0;;;Ordered on request;15.6;1920 × 1080 p× px;IPS;Matte;16:9;144.0;;;Intel Core i5;;Intel Core i5 11400H Tiger Lake;6.0;2.7;4.5;45.0;12.0;['Automatic Overclocking', 'HyperThreading', 'Virtualization Support'];16.0;DDR4;3.2;2.0;2.0;['Gaming'];NVIDIA GeForce;RTX 3060;['Windows 11 Home'];['SSD'];512.0;PCIe NVMe;512.0;1.0;2.0;['Backlit keyboard', 'Numeric keyboard', 'Operating system', 'TPM 2.0'];720 p;No charging via USB-C;;53.5;180.0;;;Rigid (classic laptop);['Black'];2.25;USB-C;HDMI;['RJ-45 (LAN)'];['Combo Audio Jack'];1.0;2.0;Bluetooth v5.2;['WiFi 802.11ax'];WiFi 6;Without Optical Drive;359.0;24.9;259.0;['CZ', 'SK'];MSI series GF;['Windows 11 compatible'];;['Power adapter'];;;Tiger Lake (11th generation);6.0;115.0;1.702;;;3.0;;;;;;1.0;;;;;;;
1880;"MacBook Air 13"" M1 ENG Space Grey 2020";41990.0;34702.0;;;Ordered on request;13.3;2560 × 1600 p× px;IPS;Glossy;16:10;;400.0;;Apple Silicon;;Apple M1;8.0;;;;;;16.0;;;;;['Integrated'];Apple;M1 7-core GPU;['macOS'];['SSD'];512.0;;512.0;;;['Backlit keyboard', 'Fingerprint Reader', 'Operating system'];720 p;Can be charged via USB-C;USB-C;50.0;;15.0;['All-metal (unibody)'];Rigid (classic laptop);['Grey'];1.25;Thunderbolt 3;;;['Combo Audio Jack'];2.0;;Bluetooth v5.0;['WiFi 802.11ax'];WiFi 6;Without Optical Drive;304.1;15.6;212.4;['EN'];Apple MacBook Air;;;;['Czechia', 'Slovakia', 'Hungary', 'Germany', 'Russia', 'Austria', 'Croatia', 'France', 'Poland', 'Romania', 'Slovenia'];;;;;;;;;;;;;M1;;;;;;;;
1881;"Macbook Air 13"" M2 CZ 2022 Silver";63990.0;52884.0;;;Ordered on request;13.6;2560 × 1664 p× px;IPS;Glossy;16:10;;500.0;;Apple Silicon;;Apple M2 (8-core);8.0;;;;;;24.0;;;;;['Integrated'];Apple;M2 10-core GPU;['macOS'];['SSD'];1000.0;;1000.0;;;['Backlit keyboard', 'Fingerprint Reader', 'Operating system'];1080 p;Can be charged via USB-C;USB-C, Apple MagSafe;52.6;35.0;18.0;['All-metal (unibody)'];Rigid (classic laptop);['Silver'];1.24;Thunderbolt 4;USB-C;;['Headphone input'];2.0;;Bluetooth v5.0;['WiFi 802.11ax'];WiFi 6;Without Optical Drive;304.0;11.3;215.0;['CZ'];Apple MacBook Air;;;['Power adapter', 'Power cable'];;;;;;;;;;2.0;;;Yes;M2;;;;;;;;
1882;"MacBook Air 15"" M2 CZ 2023 Vesmírně šedý";55990.0;46273.0;;;Ordered on request;15.3;2880 × 1864 p× px;IPS;Glossy;16:10;;500.0;;Apple Silicon;;Apple M2 (8-core);;;;;;;16.0;;;;;['Integrated'];Apple;M2 10-core GPU;['macOS'];['SSD'];1000.0;;1000.0;;;['Backlit keyboard', 'Fingerprint Reader', 'Operating system'];1080 p;Can be charged via USB-C;Apple MagSafe;66.5;35.0;;['All-metal (unibody)'];Rigid (classic laptop);['Grey'];1.51;Thunderbolt 4;USB-C;;['Headphone input'];;;Bluetooth v5.3;['WiFi 802.11ax'];WiFi 6;Without Optical Drive;340.4;11.5;237.6;['CZ'];Apple MacBook Air;;;['Power adapter', 'Power cable'];['Czechia', 'Slovakia', 'Hungary', 'Germany', 'Russia', 'Austria', 'Croatia', 'France', 'Poland', 'Romania', 'Slovenia'];;;;;;;;;2.0;;18.0;;M2;;;;;;;;
1883;VICTUS by HP 16-s0050nc Mica Silver;39490.0;32636.0;;;Ordered on request;16.1;1920 × 1080 p× px;IPS;Anti-Glare;16:9;144.0;300.0;;AMD Ryzen 7;Zen 4 (7th generation);AMD Ryzen 7 7840HS;8.0;3.8;5.1;;16.0;;32.0;DDR5;5.2;2.0;;['Dedicated'];NVIDIA GeForce;RTX 4070;['FreeDOS'];['SSD'];1000.0;PCIe NVMe;1000.0;;;['Numeric keyboard'];1080 p;No charging via USB-C;;;230.0;;['Plastic'];Rigid (classic laptop);['Black'];2.33;USB-C;HDMI;['RJ-45 (LAN)'];['Combo Audio Jack'];1.0;3.0;;['WiFi 802.11ax (6GHz)'];WiFi 6E;Without Optical Drive;369.0;23.9;259.4;;;;;['Power adapter'];['Czechia', 'Slovakia', 'Hungary', 'Germany', 'Russia', 'Austria', 'Croatia', 'France', 'Poland', 'Romania', 'Slovenia'];;;8.0;;;;;4.0;;;;;;;;;;;;;
1884;"Macbook Air 13"" M2 US 2022 Dark Ink";62990.0;52058.0;;;Ordered on request;13.6;2560 × 1664 p× px;IPS;Glossy;16:10;;500.0;;Apple Silicon;;Apple M2 (8-core);8.0;;;;;;24.0;;;;;['Integrated'];Apple;M2 10-core GPU;['macOS'];['SSD'];1000.0;;1000.0;;;['Backlit keyboard', 'Operating system'];1080 p;Can be charged via USB-C;USB-C;52.6;35.0;18.0;['All-metal (unibody)'];Rigid (classic laptop);['Dark blue'];1.24;Thunderbolt 4;USB-C;;['Headphone input'];;;Bluetooth v5.0;['WiFi 802.11ax'];WiFi 6;Without Optical Drive;304.0;11.3;215.0;['EN'];Apple MacBook Air;;;;;;;;;;;;;2.0;;;Yes;M2;;;;;;;;
1885;"MacBook Air 15"" M2 CZ 2023 Temně inkoustový";55990.0;46273.0;;;Ordered on request;15.3;2880 × 1864 p× px;IPS;Glossy;16:10;;500.0;;Apple Silicon;;Apple M2 (8-core);;;;;;;24.0;;;;;['Integrated'];Apple;M2 10-core GPU;['macOS'];['SSD'];512.0;;512.0;;;['Backlit keyboard', 'Fingerprint Reader', 'Operating system'];1080 p;Can be charged via USB-C;Apple MagSafe;66.5;35.0;;['All-metal (unibody)'];Rigid (classic laptop);['Dark blue'];1.51;Thunderbolt 4;USB-C;;['Headphone input'];;;Bluetooth v5.3;['WiFi 802.11ax'];WiFi 6;Without Optical Drive;340.4;11.5;237.6;['CZ'];Apple MacBook Air;;;['Power adapter', 'Power cable'];['Czechia', 'Slovakia', 'Hungary', 'Germany', 'Russia', 'Austria', 'Croatia', 'France', 'Poland', 'Romania', 'Slovenia'];;;;;;;;;2.0;;18.0;;M2;;;;;;;;
1886;"MacBook Air 13"" M2 SK 2022 Vesmírně šedý";64590.0;53380.0;;;Ordered on request;13.6;2560 × 1664 p× px;IPS;Glossy;16:10;;500.0;;Apple Silicon;;Apple M2 (8-core);8.0;;;;;;24.0;;;;;['Integrated'];Apple;M2 10-core GPU;['macOS'];['SSD'];1000.0;;1000.0;;;['Backlit keyboard', 'Fingerprint Reader', 'Operating system'];1080 p;Can be charged via USB-C;;52.6;67.0;;['All-metal (unibody)'];Rigid (classic laptop);['Dark grey'];1.24;Thunderbolt 4;USB-C;;['Headphone input'];;;Bluetooth v5.0;['WiFi 802.11ax'];WiFi 6;Without Optical Drive;304.0;11.3;215.0;['SK'];Apple MacBook Air;;;['Power adapter', 'Power cable'];;Digital student SK;;;;;;;;2.0;;18.0;Yes;M2;;;;;;;;
1887;"MacBook Air 15"" M2 CZ 2023 Hvězdně bílý";49990.0;41314.0;;;Ordered on request;15.3;2880 × 1864 p× px;IPS;Glossy;16:10;;500.0;;Apple Silicon;;Apple M2 (8-core);;;;;;;16.0;;;;;['Integrated'];Apple;M2 10-core GPU;['macOS'];['SSD'];512.0;;512.0;;;['Backlit keyboard', 'Fingerprint Reader', 'Operating system'];1080 p;Can be charged via USB-C;Apple MagSafe;66.5;35.0;;['All-metal (unibody)'];Rigid (classic laptop);['Gold'];1.51;Thunderbolt 4;USB-C;;['Headphone input'];;;Bluetooth v5.3;['WiFi 802.11ax'];WiFi 6;Without Optical Drive;340.4;11.5;237.6;['CZ'];Apple MacBook Air;;;['Power adapter', 'Power cable'];['Czechia', 'Slovakia', 'Hungary', 'Germany', 'Russia', 'Austria', 'Croatia', 'France', 'Poland', 'Romania', 'Slovenia'];;;;;;;;;2.0;;18.0;;M2;;;;;;;;
1888;GIGABYTE AORUS 17H BXF;59990.0;49579.0;;;Ordered on request;17.3;1920 × 1080 p× px;;Anti-Glare;16:9;360.0;;;Intel Core i7;;Intel Core i7 13700H Raptor Lake;14.0;;5.0;115.0;24.0;['Automatic Overclocking', 'HyperThreading', 'Virtualization Support'];16.0;DDR5;4.8;2.0;2.0;['Gaming'];NVIDIA GeForce;RTX 4080;['Windows 11 Home'];['SSD'];1000.0;NVME;1000.0;;;['Numeric keyboard', 'Operating system', 'RGB backlit keyboard'];720 p;Can be charged via USB-C;;99.0;280.0;;;Rigid (classic laptop);['Black'];2.7;Thunderbolt 4;HDMI, Mini DisplayPortA smaller version of the digital graphic output, suitable for transmitting uncompressed digital content.;['RJ-45 (LAN)'];['Combo Audio Jack'];;2.0;Bluetooth v5.2;['WiFi 802.11ax (6GHz)'];WiFi 6E;Without Optical Drive;398.0;30.0;254.0;['EN'];Gigabyte Aorus;;;['Power adapter'];;;Raptor Lake (13th generation);12.0;150.0;2.01;;;;1.0;;;;;;;;;;;;
1889;GIGABYTE G7 MF;27490.0;22719.0;;;Ordered on request;17.3;1920 × 1080 p× px;IPS;Anti-Glare;16:9;144.0;;;Intel Core i5;;Intel Core i5 12500H Alder Lake;12.0;2.5;4.5;45.0;18.0;['Automatic Overclocking', 'HyperThreading', 'Virtualization Support'];16.0;DDR4;;1.0;2.0;['Dedicated'];NVIDIA GeForce;RTX 4050;['Windows 11 Home'];['SSD'];512.0;;512.0;1.0;2.0;['Backlit keyboard', 'Numeric keyboard', 'Memory Card Reader', 'Operating system'];720 p;No charging via USB-C;;54.0;150.0;;;Rigid (classic laptop);['Black'];2.53;USB-C;HDMI, Mini DisplayPortA smaller version of the digital graphic output, suitable for transmitting uncompressed digital content., USB-C;['RJ-45 (LAN)'];['Combo Audio Jack'];2.0;1.0;Bluetooth v5.2;['WiFi 802.11ax (6GHz)'];WiFi 6E;Without Optical Drive;397.0;25.0;262.0;['EN'];;;;;;;Alder Lake (12th generation);6.0;;;;;;;;;;;1.0;;;;;;;
1890;"MacBook Air 13"" M2 CZ 2022 Stellar White";51990.0;42967.0;;;Ordered on request;13.6;2560 × 1664 p× px;IPS;Glossy;16:10;;500.0;;Apple Silicon;;Apple M2 (8-core);8.0;;;;;;16.0;;;;;['Integrated'];Apple;M2 10-core GPU;['macOS'];['SSD'];512.0;;512.0;;;['Backlit keyboard', 'Fingerprint Reader', 'Operating system'];1080 p;Can be charged via USB-C;USB-C, Apple MagSafe;52.6;35.0;18.0;['All-metal (unibody)'];Rigid (classic laptop);['Gold'];1.24;Thunderbolt 4;USB-C;;['Headphone input'];;;Bluetooth v5.0;['WiFi 802.11ax'];WiFi 6;Without Optical Drive;304.0;11.3;215.0;['CZ'];Apple MacBook Air;;;['Power adapter', 'Power cable'];;;;;;;;;;2.0;;;Yes;M2;;;;;;;;
1891;VICTUS by HP 16-e0070nc Ceramic White;22990.0;19000.0;;;Ordered on request;16.1;1920 × 1080 p× px;IPS;Anti-Glare;16:9;144.0;250.0;;AMD Ryzen 5;Zen 3 (5th generation);AMD Ryzen 5 5600H;6.0;3.3;4.2;;16.0;;16.0;DDR4;3.2;2.0;;['Dedicated'];NVIDIA GeForce;RTX 3060;['FreeDOS'];['SSD'];512.0;PCIe NVMe;512.0;;;['Numeric keyboard', 'Memory Card Reader'];720 p;No charging via USB-C;;;200.0;;['Plastic'];Rigid (classic laptop);['White'];2.46;USB-C;HDMI;['RJ-45 (LAN)'];['Combo Audio Jack'];1.0;3.0;;['WiFi 802.11ax'];WiFi 6;Without Optical Drive;370.0;23.5;260.0;;;;;['Power adapter'];['Czechia', 'Slovakia', 'Hungary', 'Germany', 'Russia', 'Austria', 'Croatia', 'France', 'Poland', 'Romania', 'Slovenia'];;;6.0;;;;;4.0;;;;;;;;;;;;;
1892;"Macbook Air 13"" M1 RUS Space Grey 2020";28990.0;23959.0;;;Ordered on request;13.3;2560 × 1600 p× px;IPS;Glossy;16:10;;;;Apple Silicon;;Apple M1;8.0;;;;;;8.0;;;;;['Integrated'];Apple;M1 7-core GPU;['macOS'];['SSD'];256.0;;256.0;;;['Backlit keyboard', 'Fingerprint Reader', 'Operating system'];720 p;Can be charged via USB-C;USB-C;;30.0;18.0;;Rigid (classic laptop);['Grey'];1.25;Thunderbolt 4;USB-C;;['Combo Audio Jack'];;;Bluetooth v5.0;['WiFi 802.11ax'];WiFi 6;Without Optical Drive;304.1;15.6;212.4;['RU'];Apple MacBook Air;;;['Power adapter', 'Power cable'];['Czechia', 'Slovakia', 'Hungary', 'Germany', 'Russia', 'Austria', 'Croatia', 'France', 'Poland', 'Romania', 'Slovenia'];;;;;;;;;2.0;;;;M1;;;;;;;;
1893;"MacBook Air 13"" M2 US 2022 Space Grey";36990.0;30570.0;;;Ordered on request;13.6;2560 × 1664 p× px;IPS;Glossy;16:10;;500.0;;Apple Silicon;;Apple M2 (8-core);8.0;;;;4.0;['Automatic Overclocking', 'HyperThreading', 'Low energy consumption', 'Virtualization Support'];16.0;;;;;['Integrated'];Apple;M2 8-core GPU;['macOS'];['SSD'];256.0;NVME;256.0;;;['Backlit keyboard', 'Operating system'];1080 p;Can be charged via USB-C;;53.0;;;['All-metal (unibody)'];Rigid (classic laptop);['Dark grey'];1.24;Thunderbolt 4;;;;;;Bluetooth v5.0;['WiFi 802.11ac', 'WiFi 802.11n', 'WiFi 802.11g', 'WiFi 802.11b', 'WiFi 802.11a', 'WiFi 802.11ax'];WiFi 6;Without Optical Drive;304.0;11.3;215.0;['EN'];Apple MacBook Air;;;;;;;;;;;;;2.0;;18.0;Yes;M2;;;;;;;;
1894;"Macbook Air 13"" M2 US 2022 Dark Ink";57990.0;47926.0;;;Ordered on request;13.6;2560 × 1664 p× px;IPS;Glossy;16:10;;500.0;;Apple Silicon;;Apple M2 (8-core);8.0;;;;;;16.0;;;;;['Integrated'];Apple;M2 10-core GPU;['macOS'];['SSD'];1000.0;;1000.0;;;['Backlit keyboard', 'Operating system'];1080 p;Can be charged via USB-C;USB-C;52.6;;18.0;;Rigid (classic laptop);['Dark blue'];1.24;Thunderbolt 4;;;['Headphone input'];;;Bluetooth v5.0;['WiFi 802.11ax'];WiFi 6;Without Optical Drive;304.1;11.3;215.0;['EN'];Apple MacBook Air;;;['Power adapter'];['Czechia', 'Slovakia', 'Hungary', 'Germany', 'Russia', 'Austria', 'Croatia', 'France', 'Poland', 'Romania', 'Slovenia'];;;;;;;;;2.0;;;;M2;;;;;;;;
1895;"MacBook Air 15"" M2 CZ 2023 Vesmírně šedý";43990.0;36355.0;;;Ordered on request;15.3;2880 × 1864 p× px;IPS;Glossy;16:10;;500.0;;Apple Silicon;;Apple M2 (8-core);;;;;;;16.0;;;;;['Integrated'];Apple;M2 10-core GPU;['macOS'];['SSD'];256.0;;256.0;;;['Backlit keyboard', 'Fingerprint Reader', 'Operating system'];1080 p;Can be charged via USB-C;Apple MagSafe;66.5;35.0;;['All-metal (unibody)'];Rigid (classic laptop);['Grey'];1.51;Thunderbolt 4;USB-C;;['Headphone input'];;;Bluetooth v5.3;['WiFi 802.11ax'];WiFi 6;Without Optical Drive;340.4;11.5;237.6;['CZ'];Apple MacBook Air;;;['Power adapter', 'Power cable'];['Czechia', 'Slovakia', 'Hungary', 'Germany', 'Russia', 'Austria', 'Croatia', 'France', 'Poland', 'Romania', 'Slovenia'];;;;;;;;;2.0;;18.0;;M2;;;;;;;;
1896;"MacBook Air 15"" M2 CZ 2023 Hvězdně bílý";55990.0;46273.0;;;Ordered on request;15.3;2880 × 1864 p× px;IPS;Glossy;16:10;;500.0;;Apple Silicon;;Apple M2 (8-core);;;;;;;16.0;;;;;['Integrated'];Apple;M2 10-core GPU;['macOS'];['SSD'];1000.0;;1000.0;;;['Backlit keyboard', 'Fingerprint Reader', 'Operating system'];1080 p;Can be charged via USB-C;Apple MagSafe;66.5;35.0;;['All-metal (unibody)'];Rigid (classic laptop);['Gold'];1.51;Thunderbolt 4;USB-C;;['Headphone input'];;;Bluetooth v5.3;['WiFi 802.11ax'];WiFi 6;Without Optical Drive;340.4;11.5;237.6;['CZ'];Apple MacBook Air;;;['Power adapter', 'Power cable'];['Czechia', 'Slovakia', 'Hungary', 'Germany', 'Russia', 'Austria', 'Croatia', 'France', 'Poland', 'Romania', 'Slovenia'];;;;;;;;;2.0;;18.0;;M2;;;;;;;;
1897;VICTUS by HP 15-fa1001nc Performance Blue;29990.0;24785.0;;;Ordered on request;15.6;1920 × 1080 p× px;IPS;Anti-Glare;16:9;144.0;250.0;;Intel Core i5;;Intel Core i5 12500H Alder Lake;12.0;3.3;4.5;;18.0;;16.0;DDR4;3.2;2.0;;['Dedicated'];NVIDIA GeForce;RTX 4060;['Windows 11 Home'];['SSD'];1000.0;PCIe NVMe;1000.0;;;['Numeric keyboard', 'Memory Card Reader', 'Operating system'];720 p;No charging via USB-C;;70.0;200.0;8.0;['Plastic'];Rigid (classic laptop);['Blue'];2.29;USB-C;HDMI;['RJ-45 (LAN)'];['Combo Audio Jack'];1.0;2.0;Bluetooth v5.2;['WiFi 802.11ax'];WiFi 6;Without Optical Drive;357.9;23.5;255.0;['CZ'];HP Victus;;;['Power adapter'];['Czechia', 'Slovakia', 'Hungary', 'Germany', 'Russia', 'Austria', 'Croatia', 'France', 'Poland', 'Romania', 'Slovenia'];;Alder Lake (12th generation);8.0;;;;;4.0;;;;;;;;;;;;;
1898;"MacBook Air 15"" M2 CZ 2023 Hvězdně bílý";43990.0;36355.0;;;Ordered on request;15.3;2880 × 1864 p× px;IPS;Glossy;16:10;;500.0;;Apple Silicon;;Apple M2 (8-core);;;;;;;16.0;;;;;['Integrated'];Apple;M2 10-core GPU;['macOS'];['SSD'];256.0;;256.0;;;['Backlit keyboard', 'Fingerprint Reader', 'Operating system'];1080 p;Can be charged via USB-C;Apple MagSafe;66.5;35.0;;['All-metal (unibody)'];Rigid (classic laptop);['Gold'];1.51;Thunderbolt 4;USB-C;;['Headphone input'];;;Bluetooth v5.3;['WiFi 802.11ax'];WiFi 6;Without Optical Drive;340.4;11.5;237.6;['CZ'];Apple MacBook Air;;;['Power adapter', 'Power cable'];['Czechia', 'Slovakia', 'Hungary', 'Germany', 'Russia', 'Austria', 'Croatia', 'France', 'Poland', 'Romania', 'Slovenia'];;;;;;;;;2.0;;18.0;;M2;;;;;;;;
1899;MacBook Air 13“ M1 ENG Silver 2020;41990.0;34702.0;;;Ordered on request;13.3;2560 × 1600 p× px;IPS;Glossy;16:10;60.0;400.0;;Apple Silicon;;Apple M1;8.0;;;;;;16.0;;;;;['Integrated'];Apple;M1 7-core GPU;['macOS'];['SSD'];512.0;;512.0;;;['Backlit keyboard', 'Fingerprint Reader', 'Operating system'];720 p;Can be charged via USB-C;USB-C;50.0;30.0;18.0;['All-metal (unibody)'];Rigid (classic laptop);['Silver'];1.25;Thunderbolt 3;;;['Combo Audio Jack'];2.0;;Bluetooth v5.0;['WiFi 802.11ax'];WiFi 6;Without Optical Drive;304.1;15.6;212.4;['EN'];Apple MacBook Air;;;;['Czechia', 'Slovakia', 'Hungary', 'Germany', 'Russia', 'Austria', 'Croatia', 'France', 'Poland', 'Romania', 'Slovenia'];;;;;;;;;;;;;M1;;;;;;;;
1900;"MacBook Air 15"" M2 CZ 2023 Temně inkoustový";55990.0;46273.0;;;Ordered on request;15.3;2880 × 1864 p× px;IPS;Glossy;16:10;;500.0;;Apple Silicon;;Apple M2 (8-core);;;;;;;16.0;;;;;['Integrated'];Apple;M2 10-core GPU;['macOS'];['SSD'];1000.0;;1000.0;;;['Backlit keyboard', 'Fingerprint Reader', 'Operating system'];1080 p;Can be charged via USB-C;Apple MagSafe;66.5;35.0;;['All-metal (unibody)'];Rigid (classic laptop);['Dark blue'];1.51;Thunderbolt 4;USB-C;;['Headphone input'];;;Bluetooth v5.3;['WiFi 802.11ax'];WiFi 6;Without Optical Drive;340.4;11.5;237.6;['CZ'];Apple MacBook Air;;;['Power adapter', 'Power cable'];['Czechia', 'Slovakia', 'Hungary', 'Germany', 'Russia', 'Austria', 'Croatia', 'France', 'Poland', 'Romania', 'Slovenia'];;;;;;;;;2.0;;18.0;;M2;;;;;;;;
1901;VICTUS by HP 16-e0020nc Shadow Black;24890.0;20570.0;;;Ordered on request;16.1;1920 × 1080 p× px;IPS;Matte;16:9;144.0;250.0;;AMD Ryzen 5;Zen 3 (5th generation);AMD Ryzen 5 5600H;6.0;3.3;4.2;45.0;16.0;['Automatic Overclocking', 'Virtualization Support'];16.0;DDR4;3.2;2.0;2.0;['Dedicated'];NVIDIA GeForce;RTX 3060;['Windows 11 Home'];['SSD'];512.0;PCIe NVMe;512.0;1.0;2.0;['Backlit keyboard', 'Numeric keyboard', 'Memory Card Reader', 'Operating system', 'TPM 2.0'];720 p;No charging via USB-C;USB-C;70.0;200.0;8.75;['Plastic'];Rigid (classic laptop);['Black'];2.46;USB-C;HDMI, USB-C;['RJ-45 (LAN)'];['Combo Audio Jack'];1.0;3.0;Bluetooth v5.2;['WiFi 802.11ax'];WiFi 6;Without Optical Drive;370.0;23.5;260.0;['CZ', 'SK'];HP Victus;['Windows 11 compatible'];;['Power adapter', 'Power cable'];['Czechia', 'Slovakia', 'Hungary', 'Germany', 'Russia', 'Austria', 'Croatia', 'France', 'Poland', 'Romania', 'Slovenia'];;;6.0;90.0;1.702;;;4.0;;;;;;;;;;;;;
1902;Razer Blade 18 QHD+ Black;102990.0;85116.0;;;Ordered on request;18.0;2560 × 1600 p× px;IPS;Glossy;16:10;240.0;;;Intel Core i9;;Intel Core i9 13950HX Raptor Lake;24.0;1.6;5.5;157.0;36.0;['Automatic Overclocking', 'HyperThreading', 'Virtualization Support'];32.0;DDR5;5.6;;;['Gaming'];NVIDIA GeForce;RTX 4080;['Windows 11 Home'];['SSD'];1000.0;M.2 NVMe PCIe 4.0;1000.0;1.0;1.0;['Memory Card Reader', 'Operating system', 'TPM 2.0', 'RGB backlit keyboard'];1080 p;Can be charged via USB-C;;91.7;330.0;;;Rigid (classic laptop);['Black'];3.1;Thunderbolt 4;HDMI, USB-C;['RJ-45 (LAN)'];['Combo Audio Jack'];1.0;;Bluetooth v5.3;['WiFi 802.11ax (6GHz)'];WiFi 6E;Without Optical Drive;275.4;21.9;399.9;['EN'];;['NVIDIA RTX Studio', 'Windows 11 compatible'];;['Power adapter', 'Power cable'];['Czechia', 'Slovakia', 'Hungary', 'Germany', 'Russia', 'Austria', 'Croatia', 'France', 'Poland', 'Romania', 'Slovenia'];;Raptor Lake (13th generation);12.0;175.0;2.28;;;;1.0;3.0;;;;;;7.424;;;;;
1903;"MacBook Air 15"" M2 CZ 2023 Temně inkoustový";73990.0;61149.0;;;Ordered on request;15.3;2880 × 1864 p× px;IPS;Glossy;16:10;;500.0;;Apple Silicon;;Apple M2 (8-core);;;;;;;24.0;;;;;['Integrated'];Apple;M2 10-core GPU;['macOS'];['SSD'];2000.0;;2000.0;;;['Backlit keyboard', 'Fingerprint Reader', 'Operating system'];1080 p;Can be charged via USB-C;Apple MagSafe;66.5;35.0;;['All-metal (unibody)'];Rigid (classic laptop);['Dark blue'];1.51;Thunderbolt 4;USB-C;;['Headphone input'];;;Bluetooth v5.3;['WiFi 802.11ax'];WiFi 6;Without Optical Drive;340.4;11.5;237.6;['CZ'];Apple MacBook Air;;;['Power adapter', 'Power cable'];['Czechia', 'Slovakia', 'Hungary', 'Germany', 'Russia', 'Austria', 'Croatia', 'France', 'Poland', 'Romania', 'Slovenia'];;;;;;;;;2.0;;18.0;;M2;;;;;;;;
1904;"MacBook Air 15"" M2 CZ 2023 Vesmírně šedý";61990.0;51231.0;;;Ordered on request;15.3;2880 × 1864 p× px;IPS;Glossy;16:10;;500.0;;Apple Silicon;;Apple M2 (8-core);;;;;;;24.0;;;;;['Integrated'];Apple;M2 10-core GPU;['macOS'];['SSD'];1000.0;;1000.0;;;['Backlit keyboard', 'Fingerprint Reader', 'Operating system'];1080 p;Can be charged via USB-C;Apple MagSafe;66.5;35.0;;['All-metal (unibody)'];Rigid (classic laptop);['Grey'];1.51;Thunderbolt 4;USB-C;;['Headphone input'];;;Bluetooth v5.3;['WiFi 802.11ax'];WiFi 6;Without Optical Drive;340.4;11.5;237.6;['CZ'];Apple MacBook Air;;;['Power adapter', 'Power cable'];['Czechia', 'Slovakia', 'Hungary', 'Germany', 'Russia', 'Austria', 'Croatia', 'France', 'Poland', 'Romania', 'Slovenia'];;;;;;;;;2.0;;18.0;;M2;;;;;;;;
1905;"MacBook Air 15"" M2 CZ 2023 Vesmírně šedý";73990.0;61149.0;;;Ordered on request;15.3;2880 × 1864 p× px;IPS;Glossy;16:10;;500.0;;Apple Silicon;;Apple M2 (8-core);;;;;;;24.0;;;;;['Integrated'];Apple;M2 10-core GPU;['macOS'];['SSD'];2000.0;;2000.0;;;['Backlit keyboard', 'Fingerprint Reader', 'Operating system'];1080 p;Can be charged via USB-C;Apple MagSafe;66.5;35.0;;['All-metal (unibody)'];Rigid (classic laptop);['Grey'];1.51;Thunderbolt 4;USB-C;;['Headphone input'];;;Bluetooth v5.3;['WiFi 802.11ax'];WiFi 6;Without Optical Drive;340.4;11.5;237.6;['CZ'];Apple MacBook Air;;;['Power adapter', 'Power cable'];['Czechia', 'Slovakia', 'Hungary', 'Germany', 'Russia', 'Austria', 'Croatia', 'France', 'Poland', 'Romania', 'Slovenia'];;;;;;;;;2.0;;18.0;;M2;;;;;;;;
